,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
1482,0.002288418,66,0,0.000499917,6000.0,3,0,0,0,0.0,0
1483,0.088300431,35,0,1.91166529075,5388.0,8,0,1,0,0.0,0
1484,0.143187518,46,0,0.048500555,2700.0,3,0,0,0,0.0,0
1485,1.083405734,55,3,0.490218316,3526.0,10,0,1,1,1.0,1
1486,0.688665867,34,0,1.0341524359999998,2400.0,12,0,1,0,3.0,0
1487,0.600289222,26,0,0.411100659,2125.0,3,0,0,0,0.0,0
1488,0.22022213699999998,26,1,0.8439450690000001,800.0,6,0,0,0,0.0,0
1489,0.030141422,52,0,0.090074333,2286.0,6,0,0,0,0.0,0
1490,0.239963423,58,0,0.19522930600000002,7042.0,8,1,1,0,4.0,0
1491,0.44337920700000005,42,0,1.412587413,1000.0,8,0,0,0,0.0,0
1492,0.19845490100000002,51,0,0.24616069399999999,4492.0,7,0,1,0,2.0,0
1493,0.43951209799999996,66,0,0.027951606,2396.0,2,0,0,0,0.0,0
1494,0.270429421,62,0,0.477690571,9300.0,14,0,3,0,1.0,0
1495,0.0,87,0,0.01910828,6436.0,8,0,0,0,0.0,0
1496,0.023945636,63,0,0.032692543,8166.0,13,0,1,0,0.0,0
1497,0.5701228220000001,30,0,0.737718568,1200.0,5,0,0,0,0.0,0
1498,0.9999998999999999,47,0,1.91166529075,5388.0,1,0,1,0,0.0,0
1499,0.0,57,0,0.324611033,4241.0,7,0,1,0,1.0,0
1500,0.128842063,37,0,0.44555542,8200.0,10,0,2,0,2.0,0
1501,0.339647837,65,0,0.265089623,8200.0,6,0,1,0,1.0,0
1502,0.014370016000000001,69,0,0.432807679,5833.0,9,0,1,0,0.0,0
1503,0.0,61,0,1.91166529075,5388.0,5,0,0,0,0.0,0
1504,0.511248875,38,1,0.47619047600000003,4304.0,10,0,1,0,2.0,0
1505,0.16805774,43,0,0.313671582,4000.0,7,0,1,0,0.0,0
1506,0.005971329,54,0,0.280197575,4453.0,13,0,1,0,2.0,0
1507,0.12320619199999999,44,0,0.643262895,4400.0,10,0,2,0,2.0,0
1508,0.003499865,48,0,0.32941435,9100.0,7,0,2,0,1.0,0
1509,0.054783369000000005,63,0,0.099980004,5000.0,15,0,0,0,1.0,0
1510,0.041735628,46,0,0.036921328999999996,7041.0,22,0,0,0,0.0,0
1511,0.9999998999999999,42,0,1.91166529075,5388.0,0,2,0,0,0.0,1
1512,0.386691448,41,3,0.27668932399999996,2500.0,14,0,0,0,0.0,0
1513,0.9563975240000001,35,2,1.91166529075,5388.0,15,0,1,0,0.0,0
1514,0.689770077,34,0,0.308230874,5855.0,5,0,2,1,0.0,0
1515,0.121532709,29,0,0.155711072,4000.0,4,0,0,0,0.0,0
1516,0.031140632999999997,45,0,0.075146243,12597.5,9,0,0,0,0.0,0
1517,0.478720045,35,0,0.353107815,6000.0,7,0,1,0,0.0,0
1518,0.246369867,73,0,0.289518318,5895.0,5,0,1,0,0.0,0
1519,0.065788608,69,0,1.91166529075,5388.0,13,0,2,0,1.0,0
1520,0.35189282899999996,45,0,0.563852484,3280.0,18,0,3,0,4.0,0
1521,0.43044473299999997,53,0,0.28164222899999997,8524.0,12,0,2,0,0.0,0
1522,0.033498604,29,0,0.45035804100000004,5166.0,7,0,2,0,0.0,0
1523,0.072494634,74,0,0.523546435,3800.0,9,0,2,0,0.0,0
1524,0.072093448,63,1,0.673983917,4600.0,17,0,1,0,1.0,0
1525,0.41871510700000003,35,0,0.11411911699999999,2400.0,2,0,0,0,0.0,0
1526,0.08833659099999999,43,0,0.216678332,10000.0,15,0,1,0,2.0,0
1527,0.457431884,42,1,0.700270556,8500.0,17,0,3,0,2.0,0
1528,0.029570958999999997,80,0,0.048762190999999996,1332.0,13,0,0,0,0.0,0
1529,0.168772615,58,0,0.289779829,10400.0,11,0,1,0,1.0,0
1530,0.032438862,86,0,0.141974187,5500.0,14,0,1,0,0.0,0
1531,0.9999998999999999,28,0,0.154551135,4800.0,4,0,0,0,3.0,0
1532,0.83121405,42,0,0.105620649,12597.5,12,0,0,0,0.0,0
1533,0.06322697099999999,59,0,0.263461966,12597.5,22,0,3,0,0.0,0
1534,0.019139302,43,0,1.91166529075,250.0,11,0,1,0,2.0,0
1535,0.43641021399999996,27,0,0.133777672,4200.0,5,0,0,1,0.0,0
1536,0.48330111299999995,40,0,0.303013393,3583.0,11,0,1,0,2.0,0
1537,0.510293034,59,0,0.31697841,12597.5,13,0,2,0,1.0,0
1538,0.955236854,63,0,1.91166529075,5388.0,1,0,0,0,2.0,0
1539,0.070741157,65,0,0.146763902,2193.0,5,0,0,0,0.0,0
1540,0.056334302999999995,63,0,1.91166529075,5388.0,12,0,3,0,0.0,0
1541,0.55986436,63,0,0.589572193,2243.0,6,0,1,0,0.0,0
1542,0.0,30,0,0.149209191,3350.0,10,0,0,0,0.0,0
1543,0.200990429,45,0,1.91166529075,5388.0,5,0,1,0,0.0,0
1544,0.09344626199999999,80,0,0.123590725,4700.0,14,0,0,0,0.0,0
1545,0.09801902400000001,55,0,0.025917927,4166.0,7,0,0,0,1.0,0
1546,0.135407518,61,0,0.34365384600000004,5199.0,12,0,1,0,0.0,0
1547,0.9999998999999999,83,0,0.0,9704.0,4,0,0,0,0.0,0
1548,0.19867375399999998,44,0,1.91166529075,2500.0,13,0,3,0,0.0,0
1549,0.9054688679999999,31,1,0.35297212,1900.0,6,0,0,2,0.0,0
1550,0.011986243,77,0,0.010284245,7000.0,21,0,0,0,0.0,0
1551,0.31309339,57,0,1.64846981,2417.0,8,0,1,0,0.0,0
1552,0.12724513,46,0,0.643,12597.5,11,0,5,0,0.0,0
1553,0.0,42,0,0.10859872599999999,12559.0,5,0,1,0,3.0,0
1554,0.029725902000000002,67,0,1.91166529075,5388.0,8,0,0,0,0.0,0
1555,0.312571479,33,0,0.107851172,6100.0,5,0,0,0,0.0,0
1556,0.0,34,0,0.062897655,5500.0,2,0,0,0,0.0,0
1557,0.809738087,49,0,0.19673896300000002,6500.0,5,0,0,0,2.0,0
1558,0.08510840900000001,54,0,0.160825176,9500.0,7,0,1,0,1.0,0
1559,0.973447395,42,0,0.46819899200000004,3175.0,9,0,1,0,0.0,0
1560,0.933834167,57,2,1.91166529075,5388.0,8,0,2,0,0.0,0
1561,0.041826362,58,0,1.91166529075,5388.0,4,0,1,0,2.0,0
1562,0.639081992,48,0,0.36254581799999996,3000.0,5,1,1,0,1.0,0
1563,0.100835967,87,0,1.91166529075,5388.0,6,0,0,0,0.0,0
1564,0.06839772,86,0,1.91166529075,5388.0,7,0,0,0,0.0,0
1565,0.019376663,68,0,1.91166529075,5388.0,12,0,1,0,0.0,0
1566,0.0,88,1,0.0,9265.0,7,0,0,0,0.0,0
1567,0.05968851,76,0,0.282181539,10432.0,20,0,2,0,0.0,0
1568,0.027999026,70,0,1.91166529075,5388.0,8,0,0,0,0.0,0
1569,0.08578358400000001,72,0,0.16900596,5200.0,12,0,0,0,1.0,0
1570,0.132240176,59,0,0.549862534,4000.0,9,0,1,0,0.0,0
1571,0.08563399099999999,49,0,0.227886057,2000.0,14,0,0,0,0.0,0
1572,0.924107143,24,0,0.135388461,4800.0,7,0,0,0,2.0,0
1573,0.009495252,56,0,0.055031668,7104.0,2,0,0,0,1.0,0
1574,0.9527988820000001,54,0,0.558740602,6383.0,10,0,1,0,1.0,0
1575,5.3700000000000004e-05,41,0,0.108461814,5577.0,7,0,0,0,1.0,0
1576,0.655147395,46,0,0.378128675,5952.0,6,0,1,0,3.0,0
1577,0.329152121,41,0,0.534155364,4054.0,8,0,2,0,1.0,0
1578,0.017050203,64,0,0.583655513,7500.0,19,0,4,0,0.0,0
1579,0.9999998999999999,30,1,0.154187958,4500.0,4,0,0,1,0.0,0
1580,0.602746575,42,0,0.260608705,9166.0,4,0,0,0,1.0,1
1581,0.004769675,89,0,0.000572902,3490.0,9,0,0,0,0.0,0
1582,0.034247393,43,0,0.159026599,5300.0,10,0,1,0,1.0,0
1583,0.170115934,63,0,0.20808405100000002,6852.0,20,0,1,0,0.0,0
1584,0.31007646699999997,37,0,0.255326195,9058.0,7,0,1,0,0.0,0
1585,0.999578992,55,4,0.148483601,7286.0,6,0,0,0,0.0,0
1586,0.0,26,0,0.0,2400.0,2,0,0,0,0.0,0
1587,0.380480301,68,0,0.051771117,2568.0,2,0,0,0,3.0,0
1588,0.18740927899999998,38,0,0.49730054,5000.0,7,0,1,0,2.0,0
1589,0.68012303,48,0,1.91166529075,5388.0,4,0,0,0,0.0,0
1590,0.0,26,0,0.337244676,2300.0,4,1,1,0,0.0,0
1591,0.273435385,48,0,0.218109655,10833.0,10,0,1,0,0.0,0
1592,0.284951627,52,0,0.38013188700000006,4700.0,9,0,1,0,0.0,0
1593,0.336222047,44,0,0.234941265,4000.0,14,0,0,0,0.0,0
1594,0.030024681,61,0,0.8522355509999999,1833.0,5,0,1,0,0.0,0
1595,0.008247756,66,0,0.943611278,5000.0,7,0,2,0,0.0,0
1596,0.137528803,42,0,0.504559635,8333.0,13,0,2,0,3.0,0
1597,0.54691406,67,0,1.91166529075,5388.0,6,0,2,0,0.0,0
1598,0.13224903300000002,49,0,1.91166529075,5388.0,2,0,0,0,0.0,0
1599,0.9999998999999999,35,1,0.9009114970000001,3400.0,6,0,2,0,0.0,1
1600,0.0,53,2,1.91166529075,5388.0,7,0,1,0,0.0,0
1601,0.20527446300000002,51,0,0.36132983399999996,8000.0,10,0,1,0,0.0,0
1602,0.0,49,1,0.544228523,9416.0,11,0,3,0,2.0,0
1603,0.464195875,53,0,0.120938628,4985.0,8,0,0,0,0.0,0
1604,0.46676894399999996,58,0,0.327109783,4016.0,8,0,1,0,0.0,0
1605,0.911540163,46,0,1.91166529075,5388.0,7,0,1,0,1.0,0
1606,0.014088028,51,0,0.007997715,3500.0,6,0,0,0,1.0,0
1607,0.536461805,45,1,0.142285905,3000.0,3,2,0,0,1.0,0
1608,0.918342055,33,0,0.270289344,2833.0,4,1,0,2,0.0,0
1609,0.0,51,0,1.91166529075,5388.0,10,0,2,0,0.0,0
1610,0.023224943999999997,64,0,0.391854139,6800.0,18,0,4,0,3.0,0
1611,0.016128599,60,0,1.91166529075,5388.0,8,0,1,1,0.0,0
1612,1.034893879,39,0,0.439362795,9729.0,10,0,1,0,3.0,0
1613,0.147242638,85,0,1.91166529075,5388.0,3,0,0,0,0.0,0
1614,0.983338887,27,0,0.106808245,1600.0,9,0,0,0,0.0,1
1615,0.8399075420000001,29,0,1.91166529075,2.0,8,0,0,0,0.0,0
1616,0.286009847,65,0,1.91166529075,5388.0,5,0,1,0,0.0,0
1617,0.267368644,50,0,0.420291743,12597.5,46,0,6,0,0.0,0
1618,0.28369669,61,0,0.61966257,4800.0,14,0,1,0,0.0,0
1619,0.0,26,1,0.0,0.0,2,0,0,0,0.0,0
1620,0.143931853,61,0,0.222951896,6090.0,9,0,1,0,0.0,0
1621,0.041104587000000005,28,0,0.3041988,3500.0,8,0,0,0,0.0,0
1622,0.299417878,56,0,0.65971575,8583.0,11,0,2,0,0.0,0
1623,0.0,49,0,0.355376308,12597.5,12,0,2,0,3.0,0
1624,0.000428551,88,0,0.004481434,3123.0,5,0,0,0,0.0,0
1625,0.004505220999999999,39,0,0.43584860700000005,4200.0,6,0,2,0,2.0,0
1626,0.492643999,55,2,0.8273771129999999,7750.0,13,0,2,0,0.0,0
1627,0.021547106,56,0,0.318019519,4200.0,12,0,2,0,2.0,0
1628,0.100173377,44,0,0.165314965,9000.0,9,0,1,0,2.0,0
1629,0.621007856,64,0,0.31022233899999996,7600.0,14,1,2,0,1.0,0
1630,0.028752917000000003,72,0,0.18566124,3500.0,21,0,1,0,0.0,0
1631,0.0026817570000000003,51,0,0.732788003,4400.0,13,0,2,0,2.0,0
1632,0.498488961,39,0,0.286938021,12597.5,13,0,1,0,0.0,0
1633,0.09534054900000001,56,0,1.91166529075,5388.0,14,0,3,0,3.0,0
1634,0.09721714099999999,43,0,0.27621118899999997,12597.5,5,0,1,0,2.0,0
1635,0.447466239,44,0,0.44392307700000005,12597.5,8,0,2,0,2.0,0
1636,0.045759314,41,0,0.409914601,4800.0,17,0,2,0,2.0,0
1637,0.0,41,0,0.00419958,10000.0,7,0,0,0,0.0,0
1638,0.36068871700000005,70,0,0.595462092,1806.0,7,0,0,0,0.0,0
1639,0.7260889779999999,36,2,0.137081955,2720.0,4,2,0,1,2.0,0
1640,0.129547536,53,0,0.562443192,5500.0,17,0,1,0,2.0,0
1641,0.123218186,47,0,0.7506807870000001,9914.0,11,0,2,0,5.0,0
1642,0.033214349,66,0,1.91166529075,5388.0,5,0,2,0,0.0,0
1643,0.010893096000000001,71,0,0.194158076,4073.0,8,1,0,0,0.0,0
1644,0.769773734,53,0,0.278075992,9500.0,12,0,2,0,1.0,0
1645,0.006654485,50,0,1.91166529075,5388.0,7,0,1,0,4.0,0
1646,0.0,69,0,0.0,5388.0,4,0,0,0,0.0,0
1647,0.175604436,28,0,1.91166529075,5388.0,2,0,0,0,0.0,0
1648,0.922505535,45,0,0.501614046,12597.5,11,0,4,0,1.0,1
1649,0.45515458700000005,49,1,0.913286004,1971.0,11,0,0,0,0.0,0
1650,0.654650704,33,0,0.48154457700000003,7043.0,11,0,2,0,1.0,0
1651,0.84490946,60,0,0.357151076,8690.0,6,0,1,0,2.0,0
1652,0.9999998999999999,34,0,0.357756601,6400.0,6,0,2,0,0.0,0
1653,0.033983551,34,0,0.243744128,11708.0,14,0,2,0,0.0,0
1654,0.0,44,0,0.183349121,9500.0,11,0,1,0,2.0,0
1655,0.024378631,52,0,0.150484952,10000.0,4,0,1,0,3.0,0
1656,0.770867868,49,0,0.24042455,6500.0,8,0,0,0,0.0,0
1657,0.0,71,0,0.23369157699999998,4000.0,6,0,1,0,2.0,0
1658,0.0,46,0,0.149445764,5051.0,3,0,1,0,0.0,0
1659,0.337735888,48,1,1.91166529075,5388.0,11,0,1,0,2.0,0
1660,0.026621989,62,0,0.290083632,4184.0,8,0,1,0,2.0,0
1661,0.8801866359999999,41,0,0.211888395,2472.0,10,0,0,0,0.0,0
1662,0.9999998999999999,50,1,1.91166529075,5388.0,2,0,1,0,0.0,1
1663,0.11581458900000001,37,1,0.067859022,1900.0,4,0,0,0,0.0,0
1664,0.99200034,57,0,0.5551112220000001,4000.0,8,0,1,0,0.0,0
1665,0.21252628199999998,43,1,0.206479352,10000.0,8,0,2,0,0.0,0
1666,1.708044916,47,0,1.862758161,1500.0,6,0,1,0,0.0,0
1667,0.13246386300000002,44,0,0.120768229,3071.0,11,0,0,0,1.0,0
1668,0.456585044,32,0,0.630046584,2575.0,9,0,2,0,0.0,0
1669,0.9999998999999999,29,0,0.0,5388.0,0,0,0,0,0.0,0
1670,0.5588738320000001,30,0,0.214595135,3000.0,9,0,0,0,0.0,0
1671,0.093454384,43,0,1.91166529075,5388.0,25,0,2,0,0.0,0
1672,0.8502994009999999,41,0,1.91166529075,5388.0,3,0,0,0,0.0,0
1673,0.102222373,32,0,0.716513395,2500.0,6,0,1,0,0.0,0
1674,0.0,52,0,0.360159658,10772.0,10,0,1,0,4.0,0
1675,0.8832939470000001,36,0,0.3118458,7833.0,7,0,1,0,0.0,0
1676,0.0,34,0,0.36540709,2566.0,3,0,0,0,0.0,0
1677,0.03839346,76,0,0.01371298,10500.0,11,0,0,0,0.0,0
1678,0.903123346,47,0,0.342544069,8395.0,8,0,2,0,0.0,0
1679,0.49696881299999995,39,1,0.15199392,12597.5,11,0,2,0,3.0,0
1680,0.940774925,41,2,0.38115471100000003,4000.0,10,0,1,0,1.0,0
1681,0.9999998999999999,35,0,0.007617596999999999,5250.0,1,0,0,0,0.0,0
1682,1.025987006,63,6,0.521441726,3800.0,8,2,2,1,1.0,0
1683,0.071129391,80,0,0.09368751800000001,3500.0,6,0,0,0,0.0,0
1684,0.0,40,0,1.91166529075,5388.0,3,0,0,0,0.0,0
1685,0.01150123,43,0,0.418702196,4052.0,4,0,1,0,0.0,0
1686,0.0,60,0,1.91166529075,5388.0,7,0,0,0,0.0,0
1687,0.425597312,43,0,0.302766085,3325.0,4,0,1,1,0.0,0
1688,0.08745277900000001,71,0,1.91166529075,5388.0,11,0,1,0,2.0,0
1689,0.0,44,0,0.431305341,3500.0,4,0,1,0,2.0,0
1690,0.630787623,67,0,0.37942033,7210.0,12,0,2,0,0.0,0
1691,0.0049619,74,1,1.91166529075,5388.0,9,0,0,0,0.0,0
1692,0.016861692,48,0,0.425821711,12260.0,12,0,5,0,4.0,0
1693,0.195056302,73,0,1.91166529075,5388.0,10,0,1,0,2.0,0
1694,0.231831982,44,0,0.192690243,12597.5,6,0,1,0,2.0,0
1695,0.306338732,57,0,0.376373626,6915.0,12,0,3,0,2.0,0
1696,0.9999998999999999,49,0,1.91166529075,0.0,9,0,2,0,1.0,0
1697,0.328573722,66,1,0.293398759,10800.0,17,0,2,0,1.0,0
1698,0.818659658,58,0,1.042791442,5000.0,11,0,2,0,0.0,0
1699,0.24664436,45,0,0.10996858,3500.0,5,0,0,0,1.0,0
1700,0.084138627,67,1,1.91166529075,5388.0,10,1,2,0,3.0,0
1701,0.01029897,29,0,0.00119952,2500.0,1,0,0,0,0.0,0
1702,0.090361993,77,0,0.311583578,4091.0,7,0,1,0,0.0,0
1703,0.5683921679999999,35,0,0.9036764709999999,2719.0,9,0,1,0,0.0,0
1704,0.005451823000000001,59,0,0.00119976,5000.0,7,0,0,0,0.0,0
1705,0.043255885,33,1,0.009998276,5800.0,7,0,0,0,0.0,0
1706,0.001925099,70,0,0.024569089,10500.0,15,0,0,0,0.0,0
1707,1.0069555140000002,66,0,0.214392804,2000.0,3,0,0,0,0.0,0
1708,0.056371415,44,0,0.35976829200000005,12597.5,10,0,2,0,1.0,0
1709,0.00789921,72,0,1.91166529075,5388.0,5,0,1,0,0.0,0
1710,0.0,29,0,1.91166529075,5388.0,5,0,1,0,0.0,0
1711,0.982431974,59,5,0.664255618,12597.5,13,0,2,1,2.0,0
1712,0.018265099,55,0,0.012643379,7671.0,6,0,1,0,0.0,0
1713,0.9999998999999999,52,0,0.237812128,6727.0,2,4,0,1,1.0,1
1714,0.342056982,70,0,0.6263947320000001,10933.0,13,0,3,0,0.0,0
1715,0.039016915,67,0,0.49912638299999995,1716.0,5,0,0,0,0.0,0
1716,0.296110304,30,0,0.20549847300000001,3600.0,3,0,0,0,1.0,0
1717,0.0445764,61,0,1.91166529075,1.0,4,0,0,0,0.0,0
1718,0.00034999099999999996,73,0,1.91166529075,5388.0,6,0,1,0,0.0,0
1719,0.0,25,0,0.633373934,820.0,3,0,0,0,0.0,0
1720,0.003574848,70,0,0.410062479,6081.0,15,0,1,0,0.0,0
1721,0.18685178300000002,62,0,0.28668102100000004,9752.0,8,0,1,0,0.0,0
1722,0.032998428999999996,30,0,0.004461298,4482.0,1,0,0,0,0.0,0
1723,0.0069221890000000005,68,0,1.0,5388.0,9,0,0,0,0.0,0
1724,0.47468125899999997,43,0,0.19659211899999998,4694.0,6,0,0,0,1.0,0
1725,0.356634904,49,1,0.458135466,4000.0,11,0,2,0,0.0,0
1726,0.9824035190000001,57,0,1.91166529075,5388.0,8,0,1,1,0.0,0
1727,0.036347783,49,0,0.18096995800000001,9752.0,11,0,0,0,1.0,0
1728,0.258431665,70,0,1.91166529075,5388.0,8,0,1,0,1.0,0
1729,0.0,36,4,0.437849944,6250.0,11,0,2,1,0.0,0
1730,0.537417139,38,1,1.91166529075,5388.0,5,3,1,3,0.0,1
1731,0.36947218299999995,21,0,1.91166529075,5388.0,1,0,0,0,0.0,0
1732,0.04254138,35,0,0.48623853200000006,9700.0,12,0,3,0,2.0,0
1733,0.9999998999999999,27,98,0.0,2700.0,0,98,0,98,0.0,1
1734,0.09656591099999999,40,0,0.12080942300000001,3310.0,4,0,0,0,1.0,0
1735,0.295740852,47,0,0.178619035,3750.0,3,0,0,0,2.0,0
1736,0.213785748,46,0,0.36781609200000004,2000.0,5,0,1,0,0.0,0
1737,0.339794165,59,0,1.91166529075,5388.0,19,0,1,0,0.0,0
1738,0.318112126,60,0,0.020152792,7591.0,2,0,0,0,0.0,0
1739,0.600066364,53,1,0.50857819,5070.0,15,0,1,0,1.0,0
1740,0.044177962,31,0,0.33847981,5893.0,9,0,1,0,1.0,0
1741,0.010092554,37,0,0.0031282590000000004,1917.0,3,0,0,0,0.0,0
1742,0.510087113,61,0,0.19865611100000002,12597.5,6,0,1,0,1.0,0
1743,0.039753447000000004,66,0,0.243919633,2836.0,15,0,0,0,0.0,0
1744,0.05101939,59,0,0.26045568,12597.5,16,0,1,0,3.0,0
1745,0.9999998999999999,63,5,0.19461867100000002,11000.0,7,0,2,0,0.0,0
1746,0.142398,57,0,0.264079508,4225.0,6,0,1,0,0.0,0
1747,0.9999998999999999,63,0,0.0,1.0,2,0,0,0,0.0,0
1748,0.0067961919999999995,77,0,0.41393079,2253.0,13,0,1,0,0.0,0
1749,0.13296265300000001,61,0,0.371699564,3900.0,10,0,1,0,3.0,0
1750,0.827200631,53,0,0.505687694,2900.0,8,0,3,0,0.0,0
1751,0.022417562000000002,72,0,0.0018257689999999999,7667.0,2,0,0,0,0.0,0
1752,0.23917710000000003,72,0,1.054041983,6716.0,9,0,2,0,1.0,0
1753,0.30428262,32,0,0.274722886,4600.0,8,0,1,0,0.0,0
1754,0.514708735,35,0,0.91878384,2400.0,18,0,1,0,1.0,0
1755,0.344317885,27,0,0.17953362,4416.0,8,0,0,0,0.0,0
1756,0.022438565,81,0,0.230679837,3441.0,8,0,1,0,0.0,0
1757,0.029431332999999997,70,0,0.5780703220000001,6000.0,12,0,3,0,0.0,0
1758,0.017832739,38,0,0.003870718,5166.0,4,0,0,0,1.0,0
1759,0.006838698000000001,43,0,0.527266028,2713.0,7,0,1,0,1.0,0
1760,0.056476222,59,0,1.91166529075,5388.0,7,0,2,0,0.0,0
1761,0.000171917,71,0,0.0,12597.5,8,0,0,0,0.0,0
1762,0.056895398,64,0,0.33590468799999995,11666.0,14,0,3,0,0.0,0
1763,0.9999998999999999,39,3,0.112225335,6780.0,5,0,0,0,0.0,0
1764,0.21242625199999998,36,0,1.91166529075,5388.0,8,0,1,0,0.0,0
1765,0.01239876,66,0,1.91166529075,372.0,3,0,2,0,0.0,0
1766,0.197701607,55,1,0.258874113,10000.0,7,0,2,1,1.0,1
1767,1.624465065,61,0,0.432814229,11750.0,12,0,1,0,1.0,0
1768,0.03473748,67,0,1.91166529075,5388.0,10,0,2,0,0.0,0
1769,0.108894555,58,1,1.91166529075,5388.0,2,0,0,0,0.0,0
1770,0.7688207859999999,25,1,0.569584736,1781.0,6,0,0,0,0.0,1
1771,0.7051972040000001,56,0,0.262722496,12597.5,16,0,6,0,1.0,0
1772,0.987367106,56,0,0.6138320589999999,12597.5,21,0,2,1,0.0,0
1773,0.0,63,1,0.087569008,5252.0,5,0,1,0,1.0,0
1774,0.122047134,58,0,1.861569215,2000.0,14,0,1,0,0.0,0
1775,0.39159148,45,0,1.91166529075,5388.0,7,0,3,0,0.0,0
1776,0.884176675,32,0,0.7095269820000001,1500.0,6,0,0,0,0.0,0
1777,0.332944509,38,0,0.004916257,12000.0,3,0,0,0,1.0,0
1778,0.017699115,78,0,1.91166529075,5388.0,1,0,0,0,0.0,0
1779,0.36606209100000003,77,0,0.559043159,7900.0,12,0,1,0,0.0,0
1780,0.9999998999999999,32,0,0.566289141,1500.0,4,0,0,0,0.0,0
1781,0.059627208,63,0,1.91166529075,5388.0,6,0,0,0,1.0,0
1782,0.061397627,41,0,0.718473935,10300.0,18,0,3,0,4.0,0
1783,0.162218632,49,0,0.459160129,4333.0,9,0,2,0,1.0,0
1784,0.030829821,48,1,0.088447653,1107.0,3,0,0,0,2.0,0
1785,0.005660923000000001,42,0,0.001606856,5600.0,1,0,0,0,1.0,0
1786,0.04550585,58,0,0.00979804,5000.0,5,0,0,0,1.0,0
1787,0.135778145,46,0,0.325581395,6750.0,13,0,1,0,1.0,0
1788,0.047724174,66,0,0.75812094,2000.0,11,0,1,0,1.0,0
1789,0.9999998999999999,70,1,1.91166529075,5388.0,3,0,1,1,0.0,1
1790,0.0,52,0,0.16345864699999998,6649.0,3,0,1,0,2.0,0
1791,0.9999998999999999,31,1,1.91166529075,5388.0,4,2,0,1,0.0,0
1792,0.017796441,92,0,1.91166529075,5388.0,2,0,0,0,0.0,0
1793,0.267703359,49,0,0.021265054,9216.0,4,0,0,0,1.0,0
1794,0.714013618,55,0,0.252201164,6700.0,4,0,0,1,0.0,0
1795,0.9477003540000001,39,1,0.048520395,3750.0,8,0,0,0,0.0,0
1796,0.9788084770000001,47,1,0.42841908799999995,3750.0,5,4,0,0,1.0,1
1797,1.050951924,61,3,0.801221544,1800.0,7,3,2,0,0.0,1
1798,0.959005856,30,0,0.213268706,3300.0,5,0,0,0,0.0,0
1799,0.098515058,72,0,1.91166529075,0.0,4,0,1,0,0.0,0
1800,0.9999998999999999,39,0,0.041420118,3041.0,2,1,0,0,3.0,1
1801,0.000642385,53,0,1.91166529075,5388.0,6,0,1,0,0.0,0
1802,0.407186096,46,0,0.512998,6500.0,14,0,3,0,2.0,0
1803,0.9999998999999999,79,0,1.91166529075,5388.0,0,0,0,0,0.0,1
1804,0.086672375,79,0,0.134648714,7500.0,15,0,0,0,0.0,0
1805,0.02365588,70,0,0.01793722,2452.0,7,0,0,0,0.0,0
1806,0.911663333,37,0,0.632308212,5917.0,11,0,2,0,3.0,0
1807,0.215568862,51,0,0.069114471,4166.0,3,0,0,0,3.0,0
1808,0.08804663300000001,63,0,0.15728319400000002,9466.0,5,0,1,0,0.0,0
1809,0.059112597,59,0,1.91166529075,5388.0,3,0,1,0,0.0,0
1810,0.032966889,48,0,0.537307906,5400.0,10,0,2,0,1.0,0
1811,0.042970201,40,0,1.91166529075,0.0,6,0,0,0,0.0,0
1812,0.026599391,62,0,0.074071225,12597.5,9,0,1,0,1.0,0
1813,0.24710314600000002,63,0,0.38214660100000003,12400.0,22,0,3,0,1.0,0
1814,0.021639522999999997,56,0,0.323073492,8966.0,21,0,2,0,2.0,0
1815,0.064372318,41,0,1.083273338,4166.0,7,0,1,0,1.0,0
1816,0.011845698,76,0,1.91166529075,5388.0,3,0,0,0,0.0,0
1817,0.34243500299999996,55,0,1.91166529075,5388.0,5,0,2,0,0.0,0
1818,0.106507141,40,0,0.173443541,7500.0,13,1,2,0,1.0,0
1819,0.849229165,60,0,0.8488191690000001,5800.0,11,0,2,0,0.0,0
1820,0.35084768899999996,47,0,0.43258377,11250.0,9,0,2,0,3.0,0
1821,0.28402917899999996,42,0,1.91166529075,5388.0,10,0,1,0,0.0,0
1822,0.909043376,42,0,0.42244719399999997,8000.0,11,0,2,0,0.0,0
1823,0.013626303000000001,76,0,0.09737293,3501.0,10,0,0,0,0.0,0
1824,0.205385796,68,0,1.91166529075,5388.0,11,0,1,0,0.0,0
1825,0.006161491999999999,41,0,0.001079914,8333.0,3,0,0,0,0.0,0
1826,0.9999998999999999,64,1,0.967923863,2836.0,6,0,1,0,2.0,1
1827,0.167835331,37,0,0.716118685,3740.0,20,0,2,0,1.0,0
1828,0.162704663,36,0,0.043175147000000004,8175.0,9,0,0,0,4.0,0
1829,0.028592856,33,1,0.191657272,2660.0,8,0,0,0,0.0,0
1830,0.9999998999999999,31,0,0.0,1200.0,0,0,0,0,0.0,0
1831,0.536349341,48,0,0.14775359,4317.0,6,0,0,0,2.0,0
1832,0.026159197999999998,74,0,1.91166529075,5388.0,3,0,0,0,0.0,0
